route_number,route_name,route_destination,day_type,day,time_period,early_stops,late_stops,on-time_stops,key,datetime_x,date,datetime_y,tempmax,tempmin,temp,dew,humidity,precip,snow,windgust,windspeed,visibility
55,St. Anne's,University of Winnipeg via Meadowood,Weekday,2024-12-10,22:30-05:00,0,15.0,12.0,55##University of Winnipeg via Meadowood##20241210000000##Weekday##22:30-05:00,2024-12-11 03:30:00+00:00,2024-12-11,2024-12-11 00:00:00+00:00,47.5,32.2,41.3,28.9,61.6,0.0,0.0,41.3,12.1,14.9
77,Crosstown North,Kildonan Place,Weekday,2024-12-12,05:00-09:00,184,376.0,,77##Kildonan Place##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
21,Portage Express,St.Charles,Weekday,2024-12-11,18:30-22:30,0,152.0,35.0,21##St.Charles##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
23,Broadway - William,Fort and Assiniboine via Maryland,Weekday,2024-12-11,09:00-16:00,50,213.0,92.0,23##Fort and Assiniboine via Maryland##20241211000000##Weekday##09:00-16:00,2024-12-12 01:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
23,Broadway - William,City Hall via Sherbrook,Weekday,2024-12-11,18:30-22:30,0,110.0,9.0,23##City Hall via Sherbrook##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
44,Grey,Broadway via Louelda,Weekday,2024-12-11,16:00-18:30,0,174.0,0.0,44##Broadway via Louelda##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
693,Waverley Heights,Bridgwater Forest,Weekday,2024-12-11,16:00-18:30,88,55.0,105.0,693##Bridgwater Forest##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
24,Ness Express,Unicity,Weekday,2024-12-11,16:00-18:30,0,282.0,17.0,24##Unicity##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
15,Sargent-Mountain,Airport via Wellington,Weekday,2024-12-11,16:00-18:30,95,76.0,27.0,15##Airport via Wellington##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
21,Portage Express,City Hall,Weekday,2024-12-11,18:30-22:30,168,344.0,99.0,21##City Hall##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
649,Chevrier,Seel Station,Weekday,2024-12-11,16:00-18:30,27,53.0,137.0,649##Seel Station##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
649,Chevrier,Fort Whyte Alive,Weekday,2024-12-11,16:00-18:30,15,19.0,128.0,649##Fort Whyte Alive##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
97,Inkster Industrial Park - Point Douglas,Point Douglas,Weekday,2024-12-11,18:30-22:30,0,9.0,31.0,97##Point Douglas##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
641,Lindenwoods West,Kenaston via Lindenwoods West,Weekday,2024-12-11,16:00-18:30,16,6.0,73.0,641##Kenaston via Lindenwoods West##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
641,Lindenwoods West,Beaumont Station via Lindenwoods West,Weekday,2024-12-11,16:00-18:30,1,12.0,86.0,641##Beaumont Station via Lindenwoods West##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
334,Adsum,Castlebury Meadows,Weekday,2024-12-11,16:00-18:30,22,43.0,33.0,334##Castlebury Meadows##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
44,Grey,Broadway via Louelda,Weekday,2024-12-11,22:30-05:00,1,0.0,19.0,44##Broadway via Louelda##20241211000000##Weekday##22:30-05:00,2024-12-12 03:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
672,Killarney,Prairie Pointe,Weekday,2024-12-12,05:00-09:00,0,244.0,82.0,672##Prairie Pointe##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
649,Chevrier,Seel Station,Weekday,2024-12-12,05:00-09:00,2,112.0,167.0,649##Seel Station##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
16,Selkirk-Osborne,Island Lakes via Southdale Centre,Weekday,2024-12-12,05:00-09:00,88,201.0,408.0,16##Island Lakes via Southdale Centre##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
58,Dakota Express,City Hall,Weekday,2024-12-12,05:00-09:00,0,203.0,298.0,58##City Hall##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
46,Transcona Express,Balmoral Station,Weekday,2024-12-12,05:00-09:00,23,41.0,127.0,46##Balmoral Station##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
78,Waverley,Polo Park,Weekday,2024-12-12,05:00-09:00,13,298.0,281.0,78##Polo Park##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
32,North Main Express,Riverbend,Weekday,2024-12-12,05:00-09:00,1,52.0,17.0,32##Riverbend##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
11,Portage-Kildonan,Crestview,Weekday,2024-12-11,22:30-05:00,0,12.0,52.0,11##Crestview##20241211000000##Weekday##22:30-05:00,2024-12-12 03:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
15,Sargent-Mountain,Mountain and Fife,Weekday,2024-12-12,05:00-09:00,0,12.0,18.0,15##Mountain and Fife##20241212000000##Weekday##05:00-09:00,2024-12-12 14:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
96,St. Vital Centre - Windsor Park,Paterson Loop via Southdale,Weekday,2024-12-11,16:00-18:30,0,237.0,13.0,96##Paterson Loop via Southdale##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
55,St. Anne's,St. Anne's & Niakwa,Weekday,2024-12-11,16:00-18:30,0,55.0,0.0,55##St. Anne's & Niakwa##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
10,St. Boniface-West Broadway,St. Boniface via Provencher,Weekday,2024-12-11,18:30-22:30,1,1.0,0.0,10##St. Boniface via Provencher##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
87,Industrial,Crossroads Station,Weekday,2024-12-11,16:00-18:30,0,93.0,2.0,87##Crossroads Station##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
29,Sherbrook - Stafford,Beaumont Station via Stafford,Weekday,2024-12-11,09:00-16:00,0,23.0,0.0,29##Beaumont Station via Stafford##20241211000000##Weekday##09:00-16:00,2024-12-12 01:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
677,Wilkes,Kenaston Common via Industrial Park,Weekday,2024-12-11,18:30-22:30,0,2.0,13.0,677##Kenaston Common via Industrial Park##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
46,Transcona Express,Transcona via Kildare,Weekday,2024-12-11,16:00-18:30,0,76.0,0.0,46##Transcona via Kildare##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
694,Wildwood,Fort Garry Industrial Park via Wildwood,Weekday,2024-12-11,18:30-22:30,0,7.0,14.0,694##Fort Garry Industrial Park via Wildwood##20241211000000##Weekday##18:30-22:30,2024-12-12 17:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
54,St. Mary's Express,St. Amant,Weekday,2024-12-11,09:00-16:00,0,0.0,13.0,54##St. Amant##20241211000000##Weekday##09:00-16:00,2024-12-12 01:00:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
71,Arlington,WalMart via McPhillips,Weekday,2024-12-11,16:00-18:30,1,67.0,12.0,71##WalMart via McPhillips##20241211000000##Weekday##16:00-18:30,2024-12-12 10:30:00+00:00,2024-12-12,2024-12-12 00:00:00+00:00,-4.7,-16.8,-11.8,-17.8,73.9,0.0,0.0,14.5,6.2,14.9
36,Northwest Super Express,Health Sciences Centre,Weekday,2024-12-31,09:00-16:00,43,19.0,78.0,36##Health Sciences Centre##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
89,North Transcona - Kildonan Place,Kildonan Place,Weekday,2024-12-31,16:00-18:30,10,0.0,15.0,89##Kildonan Place##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
15,Sargent-Mountain,Downtown,Weekday,2024-12-31,09:00-16:00,23,0.0,17.0,15##Downtown##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
55,St. Anne's,St. Vital Centre via Dakota,Weekday,2024-12-31,09:00-16:00,133,8.0,408.0,55##St. Vital Centre via Dakota##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
16,Selkirk-Osborne,Plaza Dr via St. Vital Centre,Weekday,2024-12-31,16:00-18:30,188,77.0,176.0,16##Plaza Dr via St. Vital Centre##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
30,Inkster Park Express,Downtown,Weekday,2024-12-31,09:00-16:00,6,0.0,18.0,30##Downtown##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
79,Charleswood,Polo Park via Kenaston,Weekday,2024-12-31,09:00-16:00,245,196.0,487.0,79##Polo Park via Kenaston##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
60,Pembina,Downtown,Weekday,2024-12-31,09:00-16:00,298,107.0,730.0,60##Downtown##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
691,Whyte Ridge,Whyte Ridge via Scurfield,Weekday,2024-12-31,16:00-18:30,168,115.0,224.0,691##Whyte Ridge via Scurfield##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
19,Marion-Logan-Notre Dame,via Logan,Weekday,2024-12-31,16:00-18:30,109,10.0,210.0,19##via Logan##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
25,Ness Super Express,Unicity,Weekday,2024-12-31,16:00-18:30,115,3.0,71.0,25##Unicity##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
676,Bridgwater/River Road,St. Vital Centre via River Road,Weekday,2024-12-31,18:30-22:30,80,65.0,119.0,676##St. Vital Centre via River Road##20241231000000##Weekday##18:30-22:30,2025-01-01 17:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
41,Henderson Express,North Kildonan,Weekday,2024-12-31,16:00-18:30,145,29.0,78.0,41##North Kildonan##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
98,Westdale - Grace Hospital,Unicity,Weekday,2024-12-31,09:00-16:00,0,8.0,0.0,98##Unicity##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
32,North Main Express,Riverbend,Weekday,2024-12-31,16:00-18:30,65,37.0,72.0,32##Riverbend##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
92,Crossroads Station - Lakeside Meadows,Kildonan Place,Weekday,2024-12-31,09:00-16:00,7,2.0,12.0,92##Kildonan Place##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
31,Keewatin Express,City Hall,Weekday,2024-12-31,09:00-16:00,3,0.0,0.0,31##City Hall##20241231000000##Weekday##09:00-16:00,2025-01-01 01:00:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
11,Portage-Kildonan,North Kildonan via Rothesay,Weekday,2024-12-31,16:00-18:30,24,72.0,87.0,11##North Kildonan via Rothesay##20241231000000##Weekday##16:00-18:30,2025-01-01 10:30:00+00:00,2025-01-01,2025-01-01 00:00:00+00:00,13.2,8.1,10.4,5.3,79.5,0.009,0.0,18.8,5.8,5.6
75,Crosstown East,Kildonan Place,Weekday,2025-01-02,09:00-16:00,213,78.0,479.0,75##Kildonan Place##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
77,Crosstown North,Polo Park,Weekday,2025-01-02,09:00-16:00,206,203.0,,77##Polo Park##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
44,Grey,Broadway via London,Weekday,2025-01-03,05:00-09:00,76,62.0,224.0,44##Broadway via London##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
15,Sargent-Mountain,Airport via Flight Road,Weekday,2025-01-03,05:00-09:00,16,12.0,231.0,15##Airport via Flight Road##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
54,St. Mary's Express,University of Winnipeg,Weekday,2025-01-03,05:00-09:00,133,0.0,274.0,54##University of Winnipeg##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
68,Grosvenor,Downtown,Weekday,2025-01-03,05:00-09:00,46,0.0,124.0,68##Downtown##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
60,Pembina,Downtown,Weekday,2025-01-03,05:00-09:00,216,119.0,365.0,60##Downtown##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
88,Inkster Industrial Park - Scotia,Cathedral & Main,Weekday,2025-01-03,05:00-09:00,84,13.0,168.0,88##Cathedral & Main##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
677,Wilkes,Kenaston Common via Industrial Park,Weekday,2025-01-02,18:30-22:30,13,0.0,4.0,677##Kenaston Common via Industrial Park##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
67,Charleswood Express,Westdale via,Weekday,2025-01-03,05:00-09:00,0,35.0,12.0,67##Westdale via##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
50,Archibald,Sage Creek,Weekday,2025-01-03,05:00-09:00,74,1.0,118.0,50##Sage Creek##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
32,North Main Express,via Leila,Weekday,2025-01-03,05:00-09:00,9,13.0,62.0,32##via Leila##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
677,Wilkes,Beaumont station via Industrial Park,Weekday,2025-01-02,22:30-05:00,0,0.0,13.0,677##Beaumont station via Industrial Park##20250102000000##Weekday##22:30-05:00,2025-01-03 03:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
55,St. Anne's,St. Anne's & Niakwa,Weekday,2025-01-03,05:00-09:00,11,0.0,9.0,55##St. Anne's & Niakwa##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
50,Archibald,University of Winnipeg,Weekday,2025-01-03,05:00-09:00,50,76.0,99.0,50##University of Winnipeg##20250103000000##Weekday##05:00-09:00,2025-01-03 14:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
43,Munroe,Assiniboine,Weekday,2025-01-02,22:30-05:00,21,0.0,12.0,43##Assiniboine##20250102000000##Weekday##22:30-05:00,2025-01-03 03:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
77,Crosstown North,Kildonan Place,Weekday,2025-01-02,22:30-05:00,6,0.0,0.0,77##Kildonan Place##20250102000000##Weekday##22:30-05:00,2025-01-03 03:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
18,North Main-Corydon,Tuxedo,Weekday,2025-01-02,09:00-16:00,600,194.0,,18##Tuxedo##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
15,Sargent-Mountain,Inkster,Weekday,2025-01-02,05:00-09:00,58,142.0,219.0,15##Inkster##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
14,Ellice-St. Mary's,South St. Vital via Paddington,Weekday,2025-01-02,05:00-09:00,58,25.0,199.0,14##South St. Vital via Paddington##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
83,Unicity - Strauss Dr - Murray Industrial Park,Thompson & Ness,Weekday,2025-01-02,09:00-16:00,23,67.0,274.0,83##Thompson & Ness##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
11,Portage-Kildonan,Polo Park,Weekday,2025-01-02,16:00-18:30,189,246.0,212.0,11##Polo Park##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
19,Marion-Logan-Notre Dame,via Drake,Weekday,2025-01-02,09:00-16:00,102,30.0,288.0,19##via Drake##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
650,McGillivray,Seel Station,Weekday,2025-01-02,05:00-09:00,39,32.0,202.0,650##Seel Station##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
15,Sargent-Mountain,Mountain & Fife,Weekday,2025-01-02,18:30-22:30,55,5.0,33.0,15##Mountain & Fife##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
95,Tuxedo - Riverview,Polo Park,Weekday,2025-01-02,09:00-16:00,53,70.0,108.0,95##Polo Park##20250102000000##Weekday##09:00-16:00,2025-01-03 01:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
57,Southdale Express,University of Winnipeg,Weekday,2025-01-02,05:00-09:00,44,77.0,151.0,57##University of Winnipeg##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
55,St. Anne's,University of Winnipeg via Meadowood,Weekday,2025-01-02,16:00-18:30,174,62.0,225.0,55##University of Winnipeg via Meadowood##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
41,Henderson Express,Glenway,Weekday,2025-01-02,16:00-18:30,56,93.0,44.0,41##Glenway##20250102000000##Weekday##16:00-18:30,2025-01-03 10:30:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
24,Ness Express,Unicity,Weekday,2025-01-02,18:30-22:30,0,51.0,0.0,24##Unicity##20250102000000##Weekday##18:30-22:30,2025-01-03 17:00:00+00:00,2025-01-03,2025-01-03 00:00:00+00:00,17.9,-2.7,7.8,-3.8,58.7,0.0,0.0,20.1,9.4,14.7
19,Marion-Logan-Notre Dame,via Notre Dame,Weekday,2025-01-02,05:00-09:00,156,39.0,561.0,19##via Notre Dame##20250102000000##Weekday##05:00-09:00,2025-01-02 14:00:00+00:00,2025-01-02,2025-01-02 00:00:00+00:00,23.7,-2.7,11.5,3.7,70.7,0.002,0.1,30.0,9.3,13.3
